names,actor,character,orig_lang,budget_x
Roman Holiday,Gregory Peck,Joe Bradley,English,1.5
Roman Holiday,Eddie Albert,Irving Radovich,English,1.5
Roman Holiday,Hartley Power,Mr. Hennessy,English,1.5
Roman Holiday,Harcourt Williams,Ambassador,English,1.5
Roman Holiday,Margaret Rawlings,Countess Vereberg,English,1.5
Roman Holiday,Tullio Carminati,Gen. Provno,English,1.5
Roman Holiday,Paolo Carlini,Mario Delani,English,1.5
Roman Holiday,Claudio Ermelli,Giovanni,English,1.5
Rain Man,Dustin Hoffman,Raymond Babbitt,English,25.0
Rain Man,Tom Cruise,Charlie Babbitt,English,25.0
Rain Man,Valeria Golino,Susanna,English,25.0
Rain Man,Gerald R. Molen,Dr. Bruner,English,25.0
Rain Man,Jack Murdock,John Mooney,English,25.0
Rain Man,Michael D. Roberts,Vern,English,25.0
Rain Man,Ralph Seymour,Lenny,English,25.0
Rain Man,Lucinda Jenney,Iris,English,25.0
Rain Man,Bonnie Hunt,Sally Dibbs,English,25.0
Stand by Me,Wil Wheaton,Gordie Lachance,English,8.0
Stand by Me,River Phoenix,Chris Chambers,English,8.0
Stand by Me,Jerry O'Connell,Vern Tessio,English,8.0
Stand by Me,Corey Feldman,Teddy Duchamp,English,8.0
Stand by Me,Kiefer Sutherland,Ace Merrill,English,8.0
Stand by Me,Casey Siemaszko,Billy Tessio,English,8.0
Stand by Me,Gary Riley,Charlie Hogan,English,8.0
Stand by Me,Bradley Gregg,Eyeball Chambers,English,8.0
Stand by Me,Jason Oliver,Vince Desjardins,English,8.0
I Saw the Devil,Lee Byung-hun,Kim Soo-hyeon,Korean,79.1
I Saw the Devil,Choi Min-sik,Kyung-chul,Korean,79.1
I Saw the Devil,Jeon Kuk-hwan,Squad Chief Jang,Korean,79.1
I Saw the Devil,Cheon Ho-jin,Section Chief Oh,Korean,79.1
I Saw the Devil,Oh San-ha,Joo-yeon,Korean,79.1
I Saw the Devil,Kim Yoon-seo,Se-yeon,Korean,79.1
I Saw the Devil,Nam Bo-ra,Section Chief's Daughter,Korean,79.1
I Saw the Devil,Lee Jun-hyuk,NIS Agent,Korean,79.1
I Saw the Devil,Yoon Chae-yeong,Nurse Han Song-i,Korean,79.1
Chinatown,Jack Nicholson,J.J. 'Jake' Gittes,English,6.0
Chinatown,Faye Dunaway,Evelyn Cross Mulwray,English,6.0
Chinatown,John Huston,Noah Cross,English,6.0
Chinatown,Perry Lopez,Lieutenant Lou Escobar,English,6.0
Chinatown,John Hillerman,Russ Yelburton,English,6.0
Chinatown,Diane Ladd,Ida Sessions,English,6.0
Chinatown,Roman Polanski,Man with Knife,English,6.0
Chinatown,Roy Jenson,Claude Mulvihill,English,6.0
Chinatown,Richard Bakalyan,Detective Loach,English,6.0
Atonement,Keira Knightley,Cecilia Tallis,English,30.0
Atonement,James McAvoy,Robbie Turner,English,30.0
Atonement,Romola Garai,Briony Tallis (Age 18),English,30.0
Atonement,Saoirse Ronan,Briony Tallis (Age 13),English,30.0
Atonement,Brenda Blethyn,Grace Turner,English,30.0
Atonement,Vanessa Redgrave,Briony Tallis (Age 77),English,30.0
Atonement,Juno Temple,Lola Quincey,English,30.0
Atonement,Benedict Cumberbatch,Paul Marshall,English,30.0
Atonement,Harriet Walter,Emily Tallis,English,30.0
The Shop Around the Corner,Margaret Sullavan,Klara Novak,English,159.8
The Shop Around the Corner,James Stewart,Alfred Kralik,English,159.8
The Shop Around the Corner,Frank Morgan,Hugo Matuschek,English,159.8
The Shop Around the Corner,Joseph Schildkraut,Ferencz Vadas,English,159.8
The Shop Around the Corner,Sara Haden,Flora,English,159.8
The Shop Around the Corner,Felix Bressart,Pirovitch,English,159.8
The Shop Around the Corner,William Tracy,Pepi Katona,English,159.8
The Shop Around the Corner,Inez Courtney,Ilona,English,159.8
The Shop Around the Corner,Sarah Edwards,Woman Customer,English,159.8
Cool Hand Luke,Paul Newman,Luke Jackson,English,3.2
Cool Hand Luke,George Kennedy,Dragline,English,3.2
Cool Hand Luke,Luke Askew,Boss Paul,English,3.2
Cool Hand Luke,Morgan Woodward,Boss Godfrey,English,3.2
Cool Hand Luke,Harry Dean Stanton,Tramp,English,3.2
Cool Hand Luke,Dennis Hopper,Babalugats,English,3.2
Cool Hand Luke,Lou Antonio,Koko,English,3.2
Cool Hand Luke,Robert Drivas,Loudmouth Steve,English,3.2
Cool Hand Luke,Strother Martin,Captain,English,3.2
Gran Torino,Clint Eastwood,Walt Kowalski,English,25.0
Gran Torino,Christopher Carley,Father Janovich,English,25.0
Gran Torino,Bee Vang,Tao Vang Lor,English,25.0
Gran Torino,Ahney Her,Sue Lor,English,25.0
Gran Torino,Brian Haley,Mitch Kowalski,English,25.0
Gran Torino,Geraldine Hughes,Karen Kowalski,English,25.0
Gran Torino,Dreama Walker,Ashley Kowalski,English,25.0
Gran Torino,Brian Howe,Steve Kowalski,English,25.0
Gran Torino,John Carroll Lynch,Barber Martin,English,25.0
Harakiri,Tatsuya Nakadai,Hanshiro Tsugumo,Japanese,121.4
Harakiri,Akira Ishihama,Motome Chijiiwa,Japanese,121.4
Harakiri,Shima Iwashita,Miho Tsugumo,Japanese,121.4
Harakiri,Tetsurō Tamba,Hikokuro Omodaka,Japanese,121.4
Harakiri,Masao Mishima,Tango Inaba,Japanese,121.4
Harakiri,Ichirô Nakatani,Hayato Yazaki,Japanese,121.4
Harakiri,Kei Satō,Masakazu,Japanese,121.4
Harakiri,Yoshio Inaba,Jinai Chijiiwa,Japanese,121.4
Harakiri,Hisashi Igawa,Retainer,Japanese,121.4
Notorious,Jamal Woolard,Christopher 'Biggie' Wallace,English,19.0
Notorious,Derek Luke,Sean 'Puffy' Combs,English,19.0
Notorious,Naturi Naughton,Lil' Kim,English,19.0
Notorious,Anthony Mackie,Tupac 2Pac Shakur,English,19.0
Notorious,Antonique Smith,Faith Evans,English,19.0
Notorious,Angela Bassett,Voletta Wallace,English,19.0
Notorious,Marc John Jefferies,Lil Cease,English,19.0
Notorious,Sean Ringgold,Suge Knight,English,19.0
Notorious,C.J. Wallace,Biggie (age 8-13),English,19.0
Scent of a Woman,Chris O'Donnell,Charlie Simms,English,31.0
Scent of a Woman,Al Pacino,Lieutenant Colonel Frank Slade,English,31.0
Scent of a Woman,James Rebhorn,Mr. Trask,English,31.0
Scent of a Woman,Gabrielle Anwar,Donna,English,31.0
Scent of a Woman,Philip Seymour Hoffman,George Willis,English,31.0
Scent of a Woman,Jr.,Bradley Whitford,English,31.0
Scent of a Woman,Randy,Richard Venture,English,31.0
Scent of a Woman,W.R. Slade,June Squibb,English,31.0
Scent of a Woman,Mrs. Hunsaker,Frances Conroy,English,31.0
Isle of Dogs,Bryan Cranston,Chief (voice),English,62.77
Isle of Dogs,Koyu Rankin,Atari Kobayashi (voice),English,62.77
Isle of Dogs,Bob Balaban,King (voice),English,62.77
Isle of Dogs,Edward Norton,Rex (voice),English,62.77
Isle of Dogs,Bill Murray,Boss (voice),English,62.77
Isle of Dogs,Jeff Goldblum,Duke (voice),English,62.77
Isle of Dogs,Kunichi Nomura,Mayor Kobayashi (voice),English,62.77
Isle of Dogs,Fisher Stevens,Scrap (voice),English,62.77
Isle of Dogs,Akira Takayama,Major Domo (voice),English,62.77
Wild Tales,Ricardo Darín,Simón Fisher (segment Bombita),Spanish~ Castilian,4.0
Wild Tales,Leonardo Sbaraglia,Diego (segment El más fuerte),Spanish~ Castilian,4.0
Wild Tales,Érica Rivas,Romina (segment Hasta que la muerte nos separe),Spanish~ Castilian,4.0
Wild Tales,Oscar Martínez,Mauricio (segment La propuesta),Spanish~ Castilian,4.0
Wild Tales,Rita Cortese,Cook (segment Las ratas),Spanish~ Castilian,4.0
Wild Tales,Julieta Zylberberg,Waitress (segment Las ratas),Spanish~ Castilian,4.0
Wild Tales,Darío Grandinetti,Salgado (segment Pasternak),Spanish~ Castilian,4.0
Wild Tales,María Marull,Isabel (segment Pasternak),Spanish~ Castilian,4.0
Wild Tales,Mónica Villa,Professor Leguizamón (segment Pasternak),Spanish~ Castilian,4.0
Raging Bull,Robert De Niro,Jake LaMotta,English,18.0
Raging Bull,Joe Pesci,Joey,English,18.0
Raging Bull,Cathy Moriarty,Vickie,English,18.0
Raging Bull,Frank Vincent,Salvy Batts,English,18.0
Raging Bull,Nicholas Colasanto,Tommy Como,English,18.0
Raging Bull,Mario Gallo,Mario,English,18.0
Raging Bull,Bernie Allen,Comedian,English,18.0
Raging Bull,Joseph Bono,Guido,English,18.0
Raging Bull,Lori Anne Flax,Irma,English,18.0
Eastern Promises,Viggo Mortensen,Nikolai Luzhin,English,50.0
Eastern Promises,Naomi Watts,Anna Ivanovna Khitrova,English,50.0
Eastern Promises,Vincent Cassel,Kirill,English,50.0
Eastern Promises,Armin Mueller-Stahl,Semyon,English,50.0
Eastern Promises,Sinéad Cusack,Helen,English,50.0
Eastern Promises,Donald Sumpter,Yuri,English,50.0
Eastern Promises,Jerzy Skolimowski,Stepan,English,50.0
Eastern Promises,Josef Altin,Ekrem,English,50.0
Eastern Promises,Mina E. Mina,Azim,English,50.0
The Last of the Mohicans,Daniel Day-Lewis,Hawkeye,English,40.0
The Last of the Mohicans,Madeleine Stowe,Cora,English,40.0
The Last of the Mohicans,Jodhi May,Alice,English,40.0
The Last of the Mohicans,Russell Means,Chingachgook,English,40.0
The Last of the Mohicans,Wes Studi,Magua,English,40.0
The Last of the Mohicans,Eric Schweig,Uncas,English,40.0
The Last of the Mohicans,Steven Waddington,Heyward,English,40.0
The Last of the Mohicans,Maurice Roëves,Colonel Munro,English,40.0
The Last of the Mohicans,Patrice Chéreau,General Montcalm,English,40.0
The Secret in Their Eyes,Ricardo Darín,Benjamín Espósito,Spanish~ Castilian,2.0
The Secret in Their Eyes,Soledad Villamil,Irene Menéndez Hastings,Spanish~ Castilian,2.0
The Secret in Their Eyes,Pablo Rago,Ricardo Morales,Spanish~ Castilian,2.0
The Secret in Their Eyes,Javier Godino,Isidoro Gómez,Spanish~ Castilian,2.0
The Secret in Their Eyes,Guillermo Francella,Pablo Sandoval,Spanish~ Castilian,2.0
The Secret in Their Eyes,Carla Quevedo,Liliana Coloto,Spanish~ Castilian,2.0
The Secret in Their Eyes,Bárbara Palladino,Chica Piropo,Spanish~ Castilian,2.0
The Secret in Their Eyes,Alejandro Abelenda,Pinche Mariano,Spanish~ Castilian,2.0
The Secret in Their Eyes,Mario Alarcón,Juez Fortuna Lacalle,Spanish~ Castilian,2.0
Papillon,Charlie Hunnam,Henri 'Papillon' Charrière,English,13.5
Papillon,Rami Malek,Louis Dega,English,13.5
Papillon,Christopher Fairbank,Jean Castili,English,13.5
Papillon,Eve Hewson,Nennete,English,13.5
Papillon,Michael Socha,Julot,English,13.5
Papillon,Brian Vernel,Guittou,English,13.5
Papillon,Nicholas Asbury,Commandant,English,13.5
Papillon,Louisa Pili,Clara,English,13.5
Papillon,Antonio de la Cruz,Tribouillard,English,13.5
Dark City,Rufus Sewell,John Murdoch,English,27.0
Dark City,William Hurt,Inspector Frank Bumstead,English,27.0
Dark City,Kiefer Sutherland,Dr. Daniel P. Schreber,English,27.0
Dark City,Jennifer Connelly,Emma Murdoch,English,27.0
Dark City,Richard O'Brien,Mr. Hand,English,27.0
Dark City,Ian Richardson,Mr. Book,English,27.0
Dark City,Bruce Spence,Mr. Wall,English,27.0
Dark City,Colin Friels,Det. Eddie Walenski,English,27.0
Dark City,John Bluthal,Karl Harris,English,27.0
Captain Phillips,Tom Hanks,Captain Richard Phillips,English,55.0
Captain Phillips,Catherine Keener,Andrea Phillips,English,55.0
Captain Phillips,Barkhad Abdi,Muse,English,55.0
Captain Phillips,Barkhad Abdirahman,Bilal,English,55.0
Captain Phillips,Faysal  Ahmed,Najee,English,55.0
Captain Phillips,Mahat M. Ali,Elmi,English,55.0
Captain Phillips,Michael Chernus,Shane Murphy,English,55.0
Captain Phillips,David Warshofsky,Mike Perry,English,55.0
Captain Phillips,Corey Johnson,Ken Quinn,English,55.0
The Sound of Music,Julie Andrews,Fräulein Maria,English,8.2
The Sound of Music,Christopher Plummer,Captain Georg von Trapp,English,8.2
The Sound of Music,Eleanor Parker,Baroness Elsa von Schraeder,English,8.2
The Sound of Music,Richard Haydn,Max Detweiler,English,8.2
The Sound of Music,Peggy Wood,Mother Abbess,English,8.2
The Sound of Music,Charmian Carr,Liesl von Trapp,English,8.2
The Sound of Music,Heather Menzies,Louisa von Trapp,English,8.2
The Sound of Music,Nicholas Hammond,Friedrich von Trapp,English,8.2
The Sound of Music,Duane Chase,Kurt von Trapp,English,8.2
Cowboy Bebop: The Movie,Koichi Yamadera,Spike Spiegel (voice),Japanese,132.0
Cowboy Bebop: The Movie,Unsho Ishizuka,Jet Black (voice),Japanese,132.0
Cowboy Bebop: The Movie,Aoi Tada,Edward Wong Hau Pepelu Tivruski IV (voice),Japanese,132.0
Cowboy Bebop: The Movie,Ai Kobayashi,Electra (voice),Japanese,132.0
Cowboy Bebop: The Movie,Megumi Hayashibara,Faye Valentine (voice),Japanese,132.0
Cowboy Bebop: The Movie,Mickey Curtis,Rasheed (voice),Japanese,132.0
Cowboy Bebop: The Movie,Tsutomu Isobe,Vincent (voice),Japanese,132.0
Cowboy Bebop: The Movie,Jin Hirao,Antonio (voice),Japanese,132.0
Cowboy Bebop: The Movie,Renji Ishibashi,Renji (voice),Japanese,132.0
Rio Bravo,John Wayne,John Chance,English,29.52
Rio Bravo,Dean Martin,Dude,English,29.52
Rio Bravo,Ricky Nelson,Colorado Ryan,English,29.52
Rio Bravo,Angie Dickinson,Feathers,English,29.52
Rio Bravo,Walter Brennan,Stumpy,English,29.52
Rio Bravo,Ward Bond,Pat Wheeler,English,29.52
Rio Bravo,John Russell,Nathan Burdette,English,29.52
Rio Bravo,Pedro Gonzalez Gonzalez,Carlos Robante,English,29.52
Rio Bravo,Estelita Rodriguez,Consuela Robante,English,29.52
Singin' in the Rain,Gene Kelly,Don Lockwood,English,2.54
Singin' in the Rain,Donald O'Connor,Cosmo Brown,English,2.54
Singin' in the Rain,Debbie Reynolds,Kathy Selden,English,2.54
Singin' in the Rain,Jean Hagen,Lina Lamont,English,2.54
Singin' in the Rain,Millard Mitchell,R.F. Simpson,English,2.54
Singin' in the Rain,Cyd Charisse,Dancer,English,2.54
Singin' in the Rain,Douglas Fowley,Roscoe Dexter,English,2.54
Singin' in the Rain,Rita Moreno,Zelda Zanders,English,2.54
Singin' in the Rain,Mae Clarke,Hairdresser (uncredited),English,2.54
The Deer Hunter,Robert De Niro,Michael Vronsky,English,15.0
The Deer Hunter,Christopher Walken,Nikanor Nick Chevotarevich,English,15.0
The Deer Hunter,John Cazale,Stan,English,15.0
The Deer Hunter,John Savage,Steven Pushkov,English,15.0
The Deer Hunter,Meryl Streep,Linda,English,15.0
The Deer Hunter,George Dzundza,John,English,15.0
The Deer Hunter,Rutanya Alda,Angela,English,15.0
The Deer Hunter,Pierre Segui,Julien,English,15.0
The Deer Hunter,Amy Wright,Bridesmaid,English,15.0
Malcolm X,Denzel Washington,Malcolm X,English,35.0
Malcolm X,Angela Bassett,Betty Shabazz,English,35.0
Malcolm X,Albert Hall,Baines,English,35.0
Malcolm X,Al Freeman Jr.,Elijah Muhammad,English,35.0
Malcolm X,Delroy Lindo,West Indian Archie,English,35.0
Malcolm X,Spike Lee,Shorty,English,35.0
Malcolm X,Theresa Randle,Laura,English,35.0
Malcolm X,Kate Vernon,Sophia,English,35.0
Malcolm X,Lonette McKee,Louise Little,English,35.0
Billy Elliot,Jamie Bell,Billy Elliot,English,5.0
Billy Elliot,Gary Lewis,Jackie Elliot,English,5.0
Billy Elliot,Julie Walters,Mrs Wilkinson,English,5.0
Billy Elliot,Jean Heywood,Grandma,English,5.0
Billy Elliot,Jamie Draven,Tony Elliot,English,5.0
Billy Elliot,Stuart Wells,Michael Caffrey,English,5.0
Billy Elliot,Mike Elliot,George Watson,English,5.0
Billy Elliot,Billy Fane,Mr Braithwaite,English,5.0
Billy Elliot,Nicola Blackwell,Debbie Wilkinson,English,5.0
In Bruges,Colin Farrell,Ray,English,15.0
In Bruges,Brendan Gleeson,Ken Daley,English,15.0
In Bruges,Ralph Fiennes,Harry Waters,English,15.0
